"ID","Handle","Command","Title","Body HTML","Vendor","Type","Status","URL","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: mm-google-shopping.custom_product [boolean]","Metafield: custom.short_description [multi_line_text_field]","Metafield: shopify--discovery--product_search_boost.queries [list.single_line_text_field]","Metafield: shopify--discovery--product_recommendation.related_products [list.product_reference]","Metafield: shopify--discovery--product_recommendation.related_products_display [single_line_text_field]","Metafield: shopify--discovery--product_recommendation.complementary_products [list.product_reference]","Metafield: shopify.size [list.metaobject_reference]","Metafield: shopify.color-pattern [list.metaobject_reference]","Metafield: shopify.accessory-size [list.metaobject_reference]","Metafield: shopify.age-group [list.metaobject_reference]","Metafield: shopify.neckline [list.metaobject_reference]","Metafield: shopify.automation [list.metaobject_reference]","Metafield: shopify.fabric [list.metaobject_reference]","Metafield: shopify.sleeve-length-type [list.metaobject_reference]","Metafield: shopify.target-gender [list.metaobject_reference]","Metafield: shopify.top-length-type [list.metaobject_reference]","Metafield: custom.organization [metaobject_reference]","Metafield: custom.size_guide [page_reference]","Metafield: custom.fit_information_for_product [rich_text_field]","Metafield: custom.materials_and_care [rich_text_field]","Metafield: custom.specs_and_features [rich_text_field]","Metafield: mm-google-shopping.google_product_category [string]","Metafield: mc-facebook.google_product_category [string]","Metafield: mm-google-shopping.age_group [string]","Metafield: comingsoon_app.csp_status [string]"
"9692714893633","toronto-sceptres-peace-collective-unisex-vintage-heavy-weight-t-shirt","MERGE","Toronto Sceptres Unisex Peace Collective Vintage Heavy Weight T-Shirt","<p>Show off your team pride with the PWHL Toronto Sceptres Peace Collective Vintage Heavyweight T-Shirt, part of our exclusive collaboration with Peace Collective. This boxy tee combines bold style with comfort, featuring a large front print, wide neck ribbing, and a relaxed, oversized fit. Made from durable, heavyweight fabric, it’s preshrunk to ensure the perfect fit, wear after wear.</p>
<p>Material Details: Heavy Weight 100% Cotton.</p>
<p>Care Instructions: Machine wash cold, tumble dry low, do not bleach.</p>
<p>PWHL Toronto Sceptres - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/toronto-sceptres-peace-collective-unisex-vintage-heavy-weight-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","212","212","",""
"9692715024705","montreal-victoire-peace-collective-unisex-vintage-heavy-weight-t-shirt","MERGE","Montreal Victoire Unisex Peace Collective Vintage Heavy Weight T-Shirt","<p>Show off your team pride with the PWHL Montreal Victoire Peace Collective Vintage Heavyweight T-Shirt, part of our exclusive collaboration with Peace Collective. This boxy tee combines bold style with comfort, featuring a large front print, wide neck ribbing, and a relaxed, oversized fit. Made from durable, heavyweight fabric, it’s preshrunk to ensure the perfect fit, wear after wear.</p>
<p>Material Details: Heavy Weight 100% Cotton.</p>
<p>Care Instructions: Machine wash cold, tumble dry low, do not bleach.</p>
<p>PWHL Montreal Victoire - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/montreal-victoire-peace-collective-unisex-vintage-heavy-weight-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715057473","ottawa-charge-peace-collective-unisex-vintage-heavy-weight-t-shirt","MERGE","Ottawa Charge Unisex Peace Collective Vintage Heavy Weight T-Shirt","<p>Show off your team pride with the PWHL Ottawa Charge Peace Collective Vintage Heavyweight T-Shirt, part of our exclusive collaboration with Peace Collective. This boxy tee combines bold style with comfort, featuring a large front print, wide neck ribbing, and a relaxed, oversized fit. Made from durable, heavyweight fabric, it’s preshrunk to ensure the perfect fit, wear after wear.</p>
<p>Material Details: Heavy Weight 100% Cotton.</p>
<p>Care Instructions: Machine wash cold, tumble dry low, do not bleach.</p>
<p>PWHL Ottawa Charge - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/ottawa-charge-peace-collective-unisex-vintage-heavy-weight-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715155777","minnesota-frost-peace-collective-unisex-vintage-heavy-weight-t-shirt","MERGE","Minnesota Frost Unisex Peace Collective Vintage Heavy Weight T-Shirt","<p>Show off your team pride with the PWHL Minnesota Frost Peace Collective Vintage Heavyweight T-Shirt, part of our exclusive collaboration with Peace Collective. This boxy tee combines bold style with comfort, featuring a large front print, wide neck ribbing, and a relaxed, oversized fit. Made from durable, heavyweight fabric, it’s preshrunk to ensure the perfect fit, wear after wear.</p>
<p>Material Details: Heavy Weight 100% Cotton.</p>
<p>Care Instructions: Machine wash cold, tumble dry low, do not bleach.</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/minnesota-frost-peace-collective-unisex-vintage-heavy-weight-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715188545","boston-fleet-peace-collective-unisex-vintage-heavy-weight-t-shirt","MERGE","Boston Fleet Unisex Peace Collective Vintage Heavy Weight T-Shirt","<p>Show off your team pride with the PWHL Boston Fleet Peace Collective Vintage Heavyweight T-Shirt, part of our exclusive collaboration with Peace Collective. This boxy tee combines bold style with comfort, featuring a large front print, wide neck ribbing, and a relaxed, oversized fit. Made from durable, heavyweight fabric, it’s preshrunk to ensure the perfect fit, wear after wear.</p>
<p>Material Details: Heavy Weight 100% Cotton.</p>
<p>Care Instructions: Machine wash cold, tumble dry low, do not bleach.</p>
<p>PWHL Boston Fleet - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/boston-fleet-peace-collective-unisex-vintage-heavy-weight-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715286849","new-york-sirens-peace-collective-unisex-vintage-heavy-weight-t-shirt","MERGE","New York Sirens Unisex Peace Collective Vintage Heavy Weight T-Shirt","<p>Show off your team pride with the PWHL New York Sirens Peace Collective Vintage Heavyweight T-Shirt, part of our exclusive collaboration with Peace Collective. This boxy tee combines bold style with comfort, featuring a large front print, wide neck ribbing, and a relaxed, oversized fit. Made from durable, heavyweight fabric, it’s preshrunk to ensure the perfect fit, wear after wear.</p>
<p>Material Details: Heavy Weight 100% Cotton.</p>
<p>Care Instructions: Machine wash cold, tumble dry low, do not bleach.</p>
<p>PWHL New York Sirens - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/new-york-sirens-peace-collective-unisex-vintage-heavy-weight-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715319617","toronto-sceptres-peace-collective-unisex-vintage-fleece-crew","MERGE","Toronto Sceptres Unisex Peace Collective Vintage Fleece Crew","<p>Elevate your casual wardrobe with the PWHL Toronto Sceptres Unisex Peace Collective Vintage Fleece Crew, a key piece from our exclusive collaboration with Peace Collective. Featuring an oversized screenprint on the front, this crewneck is both stylish and comfortable. It’s ribbed at the neck, waistband, and wrists for a perfect fit and preshrunk to ensure it stays that way. Crafted from cozy fleece fabric, it’s perfect for staying warm while supporting your team.</p>
<p>Material Details: 60% cotton, 40% polyester ringspun fleece.</p>
<p>Care Instructions: Machine wash cold, tumble dry low or hang to dry.</p>
<p>PWHL Toronto Sceptres - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/toronto-sceptres-peace-collective-unisex-vintage-fleece-crew","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715417921","montreal-victoire-peace-collective-unisex-vintage-fleece-crew","MERGE","Montreal Victoire Unisex Peace Collective Vintage Fleece Crew","<p>Elevate your casual wardrobe with the PWHL Montreal Victoire Unisex Peace Collective Vintage Fleece Crew, a key piece from our exclusive collaboration with Peace Collective. Featuring an oversized screenprint on the front, this crewneck is both stylish and comfortable. It’s ribbed at the neck, waistband, and wrists for a perfect fit and preshrunk to ensure it stays that way. Crafted from cozy fleece fabric, it’s perfect for staying warm while supporting your team.</p>
<p>Material Details: 60% cotton, 40% polyester ringspun fleece.</p>
<p>Care Instructions: Machine wash cold, tumble dry low or hang to dry.</p>
<p>PWHL Montreal Victoire - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/montreal-victoire-peace-collective-unisex-vintage-fleece-crew","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715450689","ottawa-charge-peace-collective-unisex-vintage-fleece-crew","MERGE","Ottawa Charge Unisex Peace Collective Vintage Fleece Crew","<p>Elevate your casual wardrobe with the PWHL Ottawa Charge Unisex Peace Collective Vintage Fleece Crew, a key piece from our exclusive collaboration with Peace Collective. Featuring an oversized screenprint on the front, this crewneck is both stylish and comfortable. It’s ribbed at the neck, waistband, and wrists for a perfect fit and preshrunk to ensure it stays that way. Crafted from cozy fleece fabric, it’s perfect for staying warm while supporting your team.</p>
<p>Material Details: 60% cotton, 40% polyester ringspun fleece.</p>
<p>Care Instructions: Machine wash cold, tumble dry low or hang to dry.</p>
<p>PWHL Ottawa Charge - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/ottawa-charge-peace-collective-unisex-vintage-fleece-crew","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715581761","minnesota-frost-peace-collective-unisex-vintage-fleece-crew","MERGE","Minnesota Frost Unisex Peace Collective Vintage Fleece Crew","<p>Elevate your casual wardrobe with the PWHL Minnesota Frost Unisex Peace Collective Vintage Fleece Crew, a key piece from our exclusive collaboration with Peace Collective. Featuring an oversized screenprint on the front, this crewneck is both stylish and comfortable. It’s ribbed at the neck, waistband, and wrists for a perfect fit and preshrunk to ensure it stays that way. Crafted from cozy fleece fabric, it’s perfect for staying warm while supporting your team.</p>
<p>Material Details: 60% cotton, 40% polyester ringspun fleece.</p>
<p>Care Instructions: Machine wash cold, tumble dry low or hang to dry.</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/minnesota-frost-peace-collective-unisex-vintage-fleece-crew","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715614529","boston-fleet-peace-collective-unisex-vintage-fleece-crew","MERGE","Boston Fleet Unisex Peace Collective Vintage Fleece Crew","<p>Elevate your casual wardrobe with the PWHL Boston Fleet Unisex Peace Collective Vintage Fleece Crew, a key piece from our exclusive collaboration with Peace Collective. Featuring an oversized screenprint on the front, this crewneck is both stylish and comfortable. It’s ribbed at the neck, waistband, and wrists for a perfect fit and preshrunk to ensure it stays that way. Crafted from cozy fleece fabric, it’s perfect for staying warm while supporting your team.</p>
<p>Material Details: 60% cotton, 40% polyester ringspun fleece.</p>
<p>Care Instructions: Machine wash cold, tumble dry low or hang to dry.</p>
<p>PWHL Boston Fleet - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/boston-fleet-peace-collective-unisex-vintage-fleece-crew","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715680065","new-york-sirens-peace-collective-unisex-vintage-fleece-crew","MERGE","New York Sirens Unisex Peace Collective Vintage Fleece Crew","<p>Elevate your casual wardrobe with the PWHL New York Sirens Unisex Peace Collective Vintage Fleece Crew, a key piece from our exclusive collaboration with Peace Collective. Featuring an oversized screenprint on the front, this crewneck is both stylish and comfortable. It’s ribbed at the neck, waistband, and wrists for a perfect fit and preshrunk to ensure it stays that way. Crafted from cozy fleece fabric, it’s perfect for staying warm while supporting your team.</p>
<p>Material Details: 60% cotton, 40% polyester ringspun fleece.</p>
<p>Care Instructions: Machine wash cold, tumble dry low or hang to dry.</p>
<p>PWHL New York Sirens - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/new-york-sirens-peace-collective-unisex-vintage-fleece-crew","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715745601","pwhl-peace-collective-own-the-ice-tote","MERGE","PWHL Peace Collective Own the Ice Tote","<p>Carry your PWHL pride everywhere with the Peace Collective """"Own the Ice"""" Tote, a retro-inspired piece from our Peace Collective collaboration featuring all six new teams. This tote is designed for both style and functionality, with a large main compartment, reinforced shoulder straps, and a bold printed graphic that showcases your love for the game.</p>
<p>Material Details: 100% cotton canvas.</p>
<p>Care Instructions: Spot clean as needed.</p>
<p>PWHL - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/pwhl-peace-collective-own-the-ice-tote","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715811137","pwhl-peace-collective-unisex-own-the-ice-letterman-jacket","MERGE","PWHL Unisex Peace Collective Own the Ice Letterman Jacket","<p>Celebrate the PWHL with the Limited Edition Peace Collective ""Own the Ice"" Letterman Jacket, a must-have collector's item featuring detailed embroidery and appliqué representing all six new team names and logos. This standout piece from our Peace Collective collaboration has strikingly different colored sleeves, complemented by ribbing at the collar, wrists, and waistband for a classic fit. With two side pockets, an interior pocket, and snap button closures, this jacket is as functional as it is stylish.</p>
<p>Material Details: 100% Organic Cotton.</p>
<p>Care Instructions: Dry clean recommended to maintain quality.</p>
<p>PWHL - Professional Women's Hockey League Official Product</p>","Peace Collective","","Active","https://shop.thepwhl.com/products/pwhl-peace-collective-unisex-own-the-ice-letterman-jacket","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715843905","boston-fleet-bauer-unisex-front-logo-back-name-t-shirt","MERGE","Boston Fleet Unisex Bauer Front Logo Back Name T-Shirt","<p>Show your team spirit with the PWHL Boston Fleet Unisex Bauer Front Logo Back Name T-Shirt. Crafted from a soft and light 60% cotton, 40% polyester blend, this tee offers a comfortable, tapered hockey fit. Featuring a ribbed collar for added durability, the shirt showcases the PWHL team logo centered on the front, a team graphic on the back, and the PWHL logo on the wearer's right arm.</p>
<p>Material Details: 60% cotton, 40% polyester.</p>
<p>Care Instructions: Machine wash cold, tumble dry low.</p>
<p>PWHL Boston Fleet - Professional Women's Hockey League Official Product</p>","Bauer","","Active","https://shop.thepwhl.com/products/boston-fleet-bauer-unisex-front-logo-back-name-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692715909441","minnesota-frost-bauer-unisex-front-logo-back-name-t-shirt","MERGE","Minnesota Frost Unisex Bauer Front Logo Back Name T-Shirt","<p>Show your team spirit with the PWHL Minnesota Frost Unisex Bauer Front Logo Back Name T-Shirt. Crafted from a soft and light 60% cotton, 40% polyester blend, this tee offers a comfortable, tapered hockey fit. Featuring a ribbed collar for added durability, the shirt showcases the PWHL team logo centered on the front, a team graphic on the back, and the PWHL logo on the wearer's right arm.</p>
<p>Material Details: 60% cotton, 40% polyester.</p>
<p>Care Instructions: Machine wash cold, tumble dry low.</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product</p>","Bauer","","Active","https://shop.thepwhl.com/products/minnesota-frost-bauer-unisex-front-logo-back-name-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692716040513","montreal-victoire-bauer-unisex-front-logo-back-name-t-shirt","MERGE","Montreal Victoire Unisex Bauer Front Logo Back Name T-Shirt","<p>Show your team spirit with the PWHL Montreal Victoire Unisex Bauer Front Logo Back Name T-Shirt. Crafted from a soft and light 60% cotton, 40% polyester blend, this tee offers a comfortable, tapered hockey fit. Featuring a ribbed collar for added durability, the shirt showcases the PWHL team logo centered on the front, a team graphic on the back, and the PWHL logo on the wearer's right arm.</p>
<p>Material Details: 60% cotton, 40% polyester.</p>
<p>Care Instructions: Machine wash cold, tumble dry low.</p>
<p>PWHL Montreal Victoire - Professional Women's Hockey League Official Product</p>","Bauer","","Active","https://shop.thepwhl.com/products/montreal-victoire-bauer-unisex-front-logo-back-name-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692716138817","new-york-sirens-bauer-unisex-front-logo-back-name-t-shirt","MERGE","New York Sirens Unisex Bauer Front Logo Back Name T-Shirt","<p>Show your team spirit with the PWHL New York Sirens Unisex Bauer Front Logo Back Name T-Shirt. Crafted from a soft and light 60% cotton, 40% polyester blend, this tee offers a comfortable, tapered hockey fit. Featuring a ribbed collar for added durability, the shirt showcases the PWHL team logo centered on the front, a team graphic on the back, and the PWHL logo on the wearer's right arm.</p>
<p>Material Details: 60% cotton, 40% polyester.</p>
<p>Care Instructions: Machine wash cold, tumble dry low.</p>
<p>PWHL New York Sirens - Professional Women's Hockey League Official Product</p>","Bauer","","Active","https://shop.thepwhl.com/products/new-york-sirens-bauer-unisex-front-logo-back-name-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692716171585","ottawa-charge-bauer-unisex-front-logo-back-name-t-shirt","MERGE","Ottawa Charge Unisex Bauer Front Logo Back Name T-Shirt","<p>Show your team spirit with the PWHL Ottawa Charge Unisex Bauer Front Logo Back Name T-Shirt. Crafted from a soft and light 60% cotton, 40% polyester blend, this tee offers a comfortable, tapered hockey fit. Featuring a ribbed collar for added durability, the shirt showcases the PWHL team logo centered on the front, a team graphic on the back, and the PWHL logo on the wearer's right arm.</p>
<p>Material Details: 60% cotton, 40% polyester.</p>
<p>Care Instructions: Machine wash cold, tumble dry low.</p>
<p>PWHL Ottawa Charge - Professional Women's Hockey League Official Product</p>","Bauer","","Active","https://shop.thepwhl.com/products/ottawa-charge-bauer-unisex-front-logo-back-name-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9692716237121","toronto-sceptres-bauer-unisex-front-logo-back-name-t-shirt","MERGE","Toronto Sceptres Unisex Bauer Front Logo Back Name T-Shirt","<p>Show your team spirit with the PWHL Toronto Sceptres Unisex Bauer Front Logo Back Name T-Shirt. Crafted from a soft and light 60% cotton, 40% polyester blend, this tee offers a comfortable, tapered hockey fit. Featuring a ribbed collar for added durability, the shirt showcases the PWHL team logo centered on the front, a team graphic on the back, and the PWHL logo on the wearer's right arm.</p>
<p>Material Details: 60% cotton, 40% polyester.</p>
<p>Care Instructions: Machine wash cold, tumble dry low.</p>
<p>PWHL Toronto Sceptres - Professional Women's Hockey League Official Product</p>","Bauer","","Active","https://shop.thepwhl.com/products/toronto-sceptres-bauer-unisex-front-logo-back-name-t-shirt","","","","","","","","","","","","","","","","","","","","","","","","212","212","",""
